real_name,game_id,player_id,lichess_game_id,date_utc,white,black,white_elo,black_elo,result,player_color,player_result,eco,opening,total_moves,termination,time_control,variant,move_times_json
"IM Chan, Kim Yew",98,5,T892fnT8,2026.04.28,Smirnov85,Prul1979,2531,2578,0-1,white,loss,B51,Sicilian Defense: Moscow Variation,88,Time forfeit,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:58"", ""0:02:59"", ""0:02:55"", ""0:02:58"", ""0:02:52"", ""0:02:57"", ""0:02:49"", ""0:02:56"", ""0:02:46"", ""0:02:55"", ""0:02:46"", ""0:02:54"", ""0:02:38"", ""0:02:53"", ""0:02:37"", ""0:02:52"", ""0:02:27"", ""0:02:51"", ""0:02:25"", ""0:02:49"", ""0:02:24"", ""0:02:45"", ""0:02:21"", ""0:02:41"", ""0:02:13"", ""0:02:38"", ""0:01:42"", ""0:02:29"", ""0:01:40"", ""0:02:26"", ""0:01:38"", ""0:02:24"", ""0:01:31"", ""0:02:22"", ""0:01:23"", ""0:02:16"", ""0:01:18"", ""0:02:14"", ""0:01:12"", ""0:02:08"", ""0:01:09"", ""0:02:06"", ""0:01:06"", ""0:01:59"", ""0:01:00"", ""0:01:58"", ""0:00:58"", ""0:01:57"", ""0:00:57"", ""0:01:54"", ""0:00:52"", ""0:01:53"", ""0:00:50"", ""0:01:50"", ""0:00:49"", ""0:01:49"", ""0:00:49"", ""0:01:46"", ""0:00:48"", ""0:01:45"", ""0:00:40"", ""0:01:38"", ""0:00:37"", ""0:01:38"", ""0:00:37"", ""0:01:37"", ""0:00:37"", ""0:01:32"", ""0:00:34"", ""0:01:30"", ""0:00:30"", ""0:01:26"", ""0:00:29"", ""0:01:24"", ""0:00:29"", ""0:01:06"", ""0:00:27"", ""0:01:04"", ""0:00:26"", ""0:01:00"", ""0:00:26"", ""0:00:59"", ""0:00:25"", ""0:00:58"", ""0:00:25"", ""0:00:55"", ""0:00:20"", ""0:00:53"", ""0:00:20"", ""0:00:53"", ""0:00:19"", ""0:00:50"", ""0:00:19"", ""0:00:48"", ""0:00:18"", ""0:00:46"", ""0:00:18"", ""0:00:44"", ""0:00:17"", ""0:00:44"", ""0:00:16"", ""0:00:42"", ""0:00:15"", ""0:00:40"", ""0:00:14"", ""0:00:37"", ""0:00:14"", ""0:00:34"", ""0:00:14"", ""0:00:33"", ""0:00:12"", ""0:00:27"", ""0:00:11"", ""0:00:24"", ""0:00:10"", ""0:00:22"", ""0:00:08"", ""0:00:21"", ""0:00:07"", ""0:00:17"", ""0:00:07"", ""0:00:16"", ""0:00:07"", ""0:00:15"", ""0:00:06"", ""0:00:14"", ""0:00:06"", ""0:00:13"", ""0:00:05"", ""0:00:13"", ""0:00:04"", ""0:00:12"", ""0:00:03"", ""0:00:12"", ""0:00:03"", ""0:00:11"", ""0:00:02"", ""0:00:11"", ""0:00:02"", ""0:00:08"", ""0:00:02"", ""0:00:08"", ""0:00:02"", ""0:00:07"", ""0:00:02"", ""0:00:07"", ""0:00:02"", ""0:00:06"", ""0:00:02"", ""0:00:06"", ""0:00:02"", ""0:00:05"", ""0:00:01"", ""0:00:05"", ""0:00:01"", ""0:00:05"", ""0:00:01"", ""0:00:05"", ""0:00:01"", ""0:00:04"", ""0:00:01"", ""0:00:04"", ""0:00:01"", ""0:00:04"", ""0:00:01"", ""0:00:03"", ""0:00:01"", ""0:00:03"", ""0:00:01"", ""0:00:02"", ""0:00:01"", ""0:00:02"", ""0:00:01"", ""0:00:02""]"
"IM Chan, Kim Yew",99,5,28mOMGR8,2026.04.28,MyLittleHorsie,Smirnov85,2576,2542,1-0,black,loss,A29,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line",34,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:58"", ""0:02:58"", ""0:02:57"", ""0:02:58"", ""0:02:57"", ""0:02:57"", ""0:02:56"", ""0:02:55"", ""0:02:54"", ""0:02:52"", ""0:02:52"", ""0:02:48"", ""0:02:50"", ""0:02:47"", ""0:02:50"", ""0:02:37"", ""0:02:49"", ""0:02:37"", ""0:02:47"", ""0:02:36"", ""0:02:47"", ""0:02:33"", ""0:02:38"", ""0:02:32"", ""0:02:37"", ""0:02:24"", ""0:02:35"", ""0:02:23"", ""0:02:31"", ""0:02:18"", ""0:02:29"", ""0:02:17"", ""0:02:28"", ""0:01:33"", ""0:02:24"", ""0:01:29"", ""0:02:20"", ""0:01:25"", ""0:02:17"", ""0:01:25"", ""0:02:16"", ""0:01:24"", ""0:02:11"", ""0:01:16"", ""0:02:09"", ""0:01:03"", ""0:01:56"", ""0:01:03"", ""0:01:53"", ""0:01:02"", ""0:01:53"", ""0:01:02"", ""0:01:48"", ""0:00:58"", ""0:01:46"", ""0:00:57"", ""0:01:45"", ""0:00:44"", ""0:01:43"", ""0:00:42"", ""0:01:43"", ""0:00:42"", ""0:01:42""]"
"IM Chan, Kim Yew",100,5,z7b3PqpJ,2026.04.28,buildorderbot,Smirnov85,2581,2553,1-0,black,loss,C00,French Defense,20,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:58"", ""0:03:00"", ""0:02:57"", ""0:02:56"", ""0:02:55"", ""0:02:55"", ""0:02:54"", ""0:02:38"", ""0:02:50"", ""0:02:37"", ""0:02:46"", ""0:02:35"", ""0:02:34"", ""0:02:32"", ""0:02:30"", ""0:02:29"", ""0:02:23"", ""0:02:21"", ""0:02:19"", ""0:02:20"", ""0:01:52"", ""0:02:15"", ""0:01:44"", ""0:02:07"", ""0:01:36"", ""0:02:01"", ""0:01:36"", ""0:01:50"", ""0:01:32"", ""0:01:26"", ""0:01:29"", ""0:01:25"", ""0:01:25"", ""0:01:18"", ""0:01:22"", ""0:01:11"", ""0:01:20""]"
"IM Chan, Kim Yew",101,5,p8RYXIN5,2026.04.28,Smirnov85,Amethyst-Cat,2564,2613,0-1,white,loss,C88,"Ruy Lopez: Closed, Anti-Marshall",27,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:03:00"", ""0:02:58"", ""0:02:59"", ""0:02:58"", ""0:02:59"", ""0:02:57"", ""0:02:59"", ""0:02:56"", ""0:02:58"", ""0:02:55"", ""0:02:56"", ""0:02:54"", ""0:02:55"", ""0:02:54"", ""0:02:54"", ""0:02:53"", ""0:02:53"", ""0:02:50"", ""0:02:52"", ""0:02:48"", ""0:02:49"", ""0:02:33"", ""0:02:46"", ""0:02:26"", ""0:02:43"", ""0:02:06"", ""0:02:41"", ""0:02:01"", ""0:02:40"", ""0:02:00"", ""0:02:35"", ""0:01:45"", ""0:02:34"", ""0:01:38"", ""0:02:33"", ""0:01:36"", ""0:02:21"", ""0:01:15"", ""0:02:14"", ""0:00:43"", ""0:02:13"", ""0:00:33"", ""0:02:12"", ""0:00:23"", ""0:02:10"", ""0:00:23"", ""0:02:09"", ""0:00:20"", ""0:02:07"", ""0:00:15"", ""0:02:06""]"
"IM Chan, Kim Yew",102,5,tdilpOMY,2026.04.28,RisingPhoenix33,Smirnov85,2578,2549,0-1,black,win,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",50,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:58"", ""0:02:58"", ""0:02:57"", ""0:02:57"", ""0:02:56"", ""0:02:57"", ""0:02:55"", ""0:02:56"", ""0:02:49"", ""0:02:54"", ""0:02:47"", ""0:02:45"", ""0:02:45"", ""0:02:43"", ""0:02:42"", ""0:02:43"", ""0:02:37"", ""0:02:40"", ""0:02:32"", ""0:02:36"", ""0:02:25"", ""0:02:34"", ""0:02:23"", ""0:02:28"", ""0:02:17"", ""0:02:26"", ""0:02:17"", ""0:02:24"", ""0:02:07"", ""0:02:22"", ""0:02:06"", ""0:01:32"", ""0:02:01"", ""0:01:32"", ""0:01:56"", ""0:01:30"", ""0:01:43"", ""0:01:26"", ""0:01:38"", ""0:01:23"", ""0:01:22"", ""0:01:20"", ""0:01:17"", ""0:01:16"", ""0:01:16"", ""0:01:09"", ""0:01:04"", ""0:01:08"", ""0:01:01"", ""0:01:07"", ""0:00:59"", ""0:01:05"", ""0:00:57"", ""0:01:02"", ""0:00:55"", ""0:01:00"", ""0:00:50"", ""0:00:58"", ""0:00:50"", ""0:00:58"", ""0:00:48"", ""0:00:56"", ""0:00:42"", ""0:00:49"", ""0:00:41"", ""0:00:48"", ""0:00:32"", ""0:00:28"", ""0:00:27"", ""0:00:28"", ""0:00:27"", ""0:00:27"", ""0:00:26"", ""0:00:27"", ""0:00:24"", ""0:00:25"", ""0:00:23"", ""0:00:24"", ""0:00:20"", ""0:00:24"", ""0:00:18"", ""0:00:23"", ""0:00:18"", ""0:00:21"", ""0:00:17"", ""0:00:20"", ""0:00:16"", ""0:00:20"", ""0:00:15"", ""0:00:19"", ""0:00:14"", ""0:00:19"", ""0:00:13"", ""0:00:16"", ""0:00:12"", ""0:00:16"", ""0:00:12""]"
"IM Chan, Kim Yew",103,5,TKTIRimx,2026.04.28,Smirnov85,xtime,2534,2586,1-0,white,win,C70,"Ruy Lopez: Morphy Defense, Cozio Defense",31,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:59"", ""0:02:58"", ""0:02:58"", ""0:02:57"", ""0:02:57"", ""0:02:56"", ""0:02:53"", ""0:02:55"", ""0:02:52"", ""0:02:55"", ""0:02:52"", ""0:02:55"", ""0:02:48"", ""0:02:53"", ""0:02:39"", ""0:02:51"", ""0:02:38"", ""0:02:50"", ""0:02:36"", ""0:02:49"", ""0:02:36"", ""0:02:48"", ""0:02:12"", ""0:02:48"", ""0:02:01"", ""0:02:47"", ""0:01:44"", ""0:02:36"", ""0:01:41"", ""0:02:14"", ""0:01:36"", ""0:02:12"", ""0:01:34"", ""0:02:06"", ""0:01:27"", ""0:02:04"", ""0:01:25"", ""0:02:02"", ""0:01:21"", ""0:02:00"", ""0:01:18"", ""0:01:44"", ""0:01:15"", ""0:01:40"", ""0:01:04"", ""0:01:39"", ""0:00:50"", ""0:01:37"", ""0:00:49"", ""0:01:31"", ""0:00:44"", ""0:00:57"", ""0:00:40"", ""0:00:46"", ""0:00:33"", ""0:00:44"", ""0:00:32""]"
"IM Chan, Kim Yew",104,5,Fvwki7cN,2026.04.28,Smirnov85,Kotlette,2547,2576,0-1,white,loss,C88,"Ruy Lopez: Closed, Anti-Marshall",34,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:58"", ""0:02:58"", ""0:02:56"", ""0:02:57"", ""0:02:54"", ""0:02:56"", ""0:02:53"", ""0:02:55"", ""0:02:51"", ""0:02:47"", ""0:02:50"", ""0:02:46"", ""0:02:47"", ""0:02:35"", ""0:02:46"", ""0:02:35"", ""0:02:45"", ""0:02:34"", ""0:02:41"", ""0:02:33"", ""0:02:40"", ""0:02:33"", ""0:02:35"", ""0:02:11"", ""0:02:33"", ""0:02:08"", ""0:02:33"", ""0:02:06"", ""0:02:27"", ""0:02:01"", ""0:02:26"", ""0:01:55"", ""0:02:24"", ""0:01:54"", ""0:02:10"", ""0:01:52"", ""0:02:09"", ""0:01:39"", ""0:01:59"", ""0:01:22"", ""0:01:39"", ""0:00:54"", ""0:01:21"", ""0:00:48"", ""0:01:19"", ""0:00:48"", ""0:01:16"", ""0:00:46"", ""0:01:15"", ""0:00:45"", ""0:01:14"", ""0:00:44"", ""0:01:12"", ""0:00:44"", ""0:01:11"", ""0:00:42"", ""0:01:10"", ""0:00:42"", ""0:01:08"", ""0:00:41"", ""0:01:07"", ""0:00:41"", ""0:01:05"", ""0:00:40"", ""0:01:04""]"
"IM Chan, Kim Yew",105,5,bpl51kGt,2026.04.24,GS7877koh,Smirnov85,1620,2408,1-0,black,loss,C01,French Defense: Exchange Variation,56,Normal,600+5,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:01"", ""0:10:04"", ""0:10:00"", ""0:10:07"", ""0:10:03"", ""0:10:08"", ""0:10:05"", ""0:10:04"", ""0:09:52"", ""0:09:49"", ""0:09:40"", ""0:09:46"", ""0:09:38"", ""0:09:47"", ""0:09:26"", ""0:09:31"", ""0:08:52"", ""0:09:28"", ""0:08:11"", ""0:09:28"", ""0:06:44"", ""0:08:44"", ""0:05:47"", ""0:06:59"", ""0:05:14"", ""0:04:38"", ""0:04:47"", ""0:03:56"", ""0:04:28"", ""0:03:32"", ""0:04:01"", ""0:02:19"", ""0:02:53"", ""0:01:24"", ""0:02:36"", ""0:01:24"", ""0:02:07"", ""0:01:04"", ""0:02:03"", ""0:01:03"", ""0:01:43"", ""0:01:01"", ""0:01:13"", ""0:01:00"", ""0:01:09"", ""0:01:01"", ""0:00:49"", ""0:00:58"", ""0:00:48"", ""0:00:56"", ""0:00:35"", ""0:00:38"", ""0:00:28"", ""0:00:39"", ""0:00:16"", ""0:00:38"", ""0:00:16"", ""0:00:23"", ""0:00:14"", ""0:00:22"", ""0:00:18"", ""0:00:26"", ""0:00:21"", ""0:00:25"", ""0:00:16"", ""0:00:09"", ""0:00:08"", ""0:00:12"", ""0:00:11"", ""0:00:16"", ""0:00:14"", ""0:00:19"", ""0:00:18"", ""0:00:22"", ""0:00:20"", ""0:00:24"", ""0:00:24"", ""0:00:26"", ""0:00:28"", ""0:00:30"", ""0:00:32"", ""0:00:33"", ""0:00:33"", ""0:00:35"", ""0:00:35"", ""0:00:38"", ""0:00:39"", ""0:00:39"", ""0:00:30"", ""0:00:39"", ""0:00:33"", ""0:00:43"", ""0:00:35"", ""0:00:45"", ""0:00:33"", ""0:00:38"", ""0:00:27"", ""0:00:38"", ""0:00:19"", ""0:00:40"", ""0:00:22"", ""0:00:32"", ""0:00:24"", ""0:00:31"", ""0:00:27"", ""0:00:33"", ""0:00:31"", ""0:00:37"", ""0:00:34""]"
"IM Chan, Kim Yew",106,5,Xx9IZt1K,2026.04.07,ftower,Smirnov85,2492,2563,1-0,black,loss,A01,Nimzo-Larsen Attack: Indian Variation,65,Time forfeit,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:03:00"", ""0:02:58"", ""0:02:59"", ""0:02:58"", ""0:02:58"", ""0:02:57"", ""0:02:57"", ""0:02:56"", ""0:02:56"", ""0:02:55"", ""0:02:50"", ""0:02:54"", ""0:02:49"", ""0:02:53"", ""0:02:46"", ""0:02:51"", ""0:02:40"", ""0:02:48"", ""0:02:33"", ""0:02:44"", ""0:02:32"", ""0:02:43"", ""0:02:31"", ""0:02:37"", ""0:02:31"", ""0:02:37"", ""0:02:24"", ""0:02:31"", ""0:02:17"", ""0:02:29"", ""0:02:14"", ""0:02:25"", ""0:02:08"", ""0:02:13"", ""0:01:48"", ""0:02:11"", ""0:01:47"", ""0:02:06"", ""0:01:44"", ""0:01:56"", ""0:01:19"", ""0:01:54"", ""0:01:04"", ""0:01:40"", ""0:01:03"", ""0:01:35"", ""0:00:48"", ""0:01:29"", ""0:00:43"", ""0:01:21"", ""0:00:41"", ""0:01:14"", ""0:00:31"", ""0:01:11"", ""0:00:25"", ""0:01:09"", ""0:00:25"", ""0:01:07"", ""0:00:24"", ""0:01:03"", ""0:00:20"", ""0:00:57"", ""0:00:18"", ""0:00:49"", ""0:00:14"", ""0:00:43"", ""0:00:13"", ""0:00:42"", ""0:00:13"", ""0:00:38"", ""0:00:12"", ""0:00:32"", ""0:00:12"", ""0:00:31"", ""0:00:11"", ""0:00:28"", ""0:00:09"", ""0:00:27"", ""0:00:09"", ""0:00:25"", ""0:00:09"", ""0:00:20"", ""0:00:07"", ""0:00:19"", ""0:00:06"", ""0:00:18"", ""0:00:06"", ""0:00:16"", ""0:00:05"", ""0:00:16"", ""0:00:05"", ""0:00:15"", ""0:00:05"", ""0:00:14"", ""0:00:05"", ""0:00:13"", ""0:00:05"", ""0:00:12"", ""0:00:05"", ""0:00:12"", ""0:00:05"", ""0:00:12"", ""0:00:05"", ""0:00:10"", ""0:00:04"", ""0:00:10"", ""0:00:03"", ""0:00:10"", ""0:00:02"", ""0:00:09"", ""0:00:02"", ""0:00:06"", ""0:00:02"", ""0:00:05"", ""0:00:01"", ""0:00:05"", ""0:00:01"", ""0:00:04"", ""0:00:01"", ""0:00:04"", ""0:00:01"", ""0:00:04"", ""0:00:00"", ""0:00:04"", ""0:00:00"", ""0:00:04""]"
"IM Chan, Kim Yew",107,5,kr9MRmLT,2026.04.07,Danish_Gambiter,Smirnov85,2656,2573,1-0,black,loss,A06,Zukertort Opening: Reversed Mexican Defense,54,Time forfeit,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:58"", ""0:02:58"", ""0:02:55"", ""0:02:58"", ""0:02:53"", ""0:02:56"", ""0:02:53"", ""0:02:56"", ""0:02:52"", ""0:02:55"", ""0:02:51"", ""0:02:54"", ""0:02:50"", ""0:02:52"", ""0:02:47"", ""0:02:50"", ""0:02:45"", ""0:02:48"", ""0:02:37"", ""0:02:42"", ""0:02:36"", ""0:02:40"", ""0:02:34"", ""0:02:37"", ""0:02:29"", ""0:02:31"", ""0:02:25"", ""0:02:24"", ""0:01:47"", ""0:02:23"", ""0:01:35"", ""0:02:23"", ""0:01:35"", ""0:02:15"", ""0:01:34"", ""0:02:14"", ""0:01:28"", ""0:02:06"", ""0:01:24"", ""0:01:47"", ""0:01:08"", ""0:01:45"", ""0:01:08"", ""0:01:43"", ""0:01:08"", ""0:01:39"", ""0:01:04"", ""0:01:36"", ""0:01:01"", ""0:01:32"", ""0:00:56"", ""0:01:29"", ""0:00:52"", ""0:01:21"", ""0:00:44"", ""0:01:12"", ""0:00:41"", ""0:01:12"", ""0:00:40"", ""0:01:08"", ""0:00:36"", ""0:01:00"", ""0:00:35"", ""0:01:00"", ""0:00:34"", ""0:00:57"", ""0:00:25"", ""0:00:49"", ""0:00:22"", ""0:00:33"", ""0:00:22"", ""0:00:29"", ""0:00:16"", ""0:00:20"", ""0:00:16"", ""0:00:19"", ""0:00:11"", ""0:00:15"", ""0:00:10"", ""0:00:15"", ""0:00:09"", ""0:00:13"", ""0:00:07"", ""0:00:09"", ""0:00:07"", ""0:00:08"", ""0:00:06"", ""0:00:07"", ""0:00:05"", ""0:00:06"", ""0:00:04"", ""0:00:05"", ""0:00:02"", ""0:00:04"", ""0:00:02"", ""0:00:03"", ""0:00:02"", ""0:00:03"", ""0:00:02"", ""0:00:02"", ""0:00:01"", ""0:00:02"", ""0:00:00"", ""0:00:02""]"
"IM Chan, Kim Yew",108,5,1HaCflSu,2026.04.07,Strengthensmental555,Smirnov85,2514,2591,1-0,black,loss,A04,Zukertort Opening: Kingside Fianchetto,46,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:57"", ""0:02:57"", ""0:02:56"", ""0:02:56"", ""0:02:54"", ""0:02:56"", ""0:02:53"", ""0:02:54"", ""0:02:53"", ""0:02:44"", ""0:02:46"", ""0:02:41"", ""0:02:46"", ""0:02:35"", ""0:02:39"", ""0:02:28"", ""0:02:37"", ""0:02:27"", ""0:02:28"", ""0:02:22"", ""0:02:27"", ""0:02:19"", ""0:02:20"", ""0:02:12"", ""0:02:18"", ""0:02:12"", ""0:02:14"", ""0:02:10"", ""0:02:07"", ""0:01:59"", ""0:01:57"", ""0:01:35"", ""0:01:57"", ""0:01:34"", ""0:01:56"", ""0:01:08"", ""0:01:52"", ""0:01:07"", ""0:01:36"", ""0:01:01"", ""0:01:31"", ""0:00:58"", ""0:01:29"", ""0:00:54"", ""0:01:22"", ""0:00:50"", ""0:01:22"", ""0:00:48"", ""0:01:19"", ""0:00:41"", ""0:01:05"", ""0:00:34"", ""0:00:59"", ""0:00:32"", ""0:00:56"", ""0:00:28"", ""0:00:52"", ""0:00:26"", ""0:00:45"", ""0:00:23"", ""0:00:40"", ""0:00:22"", ""0:00:36"", ""0:00:21"", ""0:00:35"", ""0:00:20"", ""0:00:31"", ""0:00:19"", ""0:00:31"", ""0:00:13"", ""0:00:23"", ""0:00:13"", ""0:00:21"", ""0:00:12"", ""0:00:21"", ""0:00:11"", ""0:00:18"", ""0:00:10"", ""0:00:18"", ""0:00:10"", ""0:00:16"", ""0:00:09"", ""0:00:13"", ""0:00:08"", ""0:00:12"", ""0:00:08"", ""0:00:12"", ""0:00:07"", ""0:00:12""]"
"IM Chan, Kim Yew",109,5,MzXY7aG6,2026.04.07,Smirnov85,Strengthensmental555,2578,2519,1-0,white,win,B10,Caro-Kann Defense: Endgame Offer,63,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:57"", ""0:02:59"", ""0:02:56"", ""0:02:55"", ""0:02:55"", ""0:02:55"", ""0:02:52"", ""0:02:54"", ""0:02:45"", ""0:02:50"", ""0:02:40"", ""0:02:44"", ""0:02:37"", ""0:02:43"", ""0:02:36"", ""0:02:42"", ""0:02:35"", ""0:02:35"", ""0:02:32"", ""0:02:34"", ""0:02:27"", ""0:02:31"", ""0:02:26"", ""0:02:17"", ""0:02:13"", ""0:02:17"", ""0:02:12"", ""0:02:13"", ""0:02:09"", ""0:02:08"", ""0:02:07"", ""0:02:06"", ""0:02:05"", ""0:02:04"", ""0:02:04"", ""0:01:59"", ""0:02:01"", ""0:01:56"", ""0:01:52"", ""0:01:53"", ""0:01:51"", ""0:01:51"", ""0:01:44"", ""0:01:47"", ""0:01:21"", ""0:01:32"", ""0:01:18"", ""0:01:22"", ""0:01:13"", ""0:01:20"", ""0:01:13"", ""0:01:18"", ""0:01:07"", ""0:01:18"", ""0:01:06"", ""0:01:15"", ""0:01:05"", ""0:01:13"", ""0:01:05"", ""0:01:11"", ""0:01:03"", ""0:01:10"", ""0:01:03"", ""0:01:09"", ""0:01:00"", ""0:01:08"", ""0:00:59"", ""0:01:07"", ""0:00:59"", ""0:01:03"", ""0:00:57"", ""0:01:01"", ""0:00:55"", ""0:01:00"", ""0:00:54"", ""0:00:59"", ""0:00:53"", ""0:00:58"", ""0:00:53"", ""0:00:56"", ""0:00:52"", ""0:00:54"", ""0:00:51"", ""0:00:50"", ""0:00:49"", ""0:00:50"", ""0:00:48"", ""0:00:49"", ""0:00:48"", ""0:00:48"", ""0:00:46"", ""0:00:44"", ""0:00:42"", ""0:00:44"", ""0:00:42"", ""0:00:43"", ""0:00:35"", ""0:00:41"", ""0:00:35"", ""0:00:38"", ""0:00:34"", ""0:00:36"", ""0:00:33"", ""0:00:34"", ""0:00:31"", ""0:00:32"", ""0:00:30"", ""0:00:30"", ""0:00:29"", ""0:00:20"", ""0:00:28"", ""0:00:11"", ""0:00:27"", ""0:00:10"", ""0:00:25"", ""0:00:09"", ""0:00:21"", ""0:00:09"", ""0:00:20"", ""0:00:08"", ""0:00:19"", ""0:00:07"", ""0:00:18""]"
"IM Chan, Kim Yew",110,5,rFBhucep,2026.04.07,scryzq,Smirnov85,2465,2566,0-1,black,win,C01,French Defense: Exchange Variation,45,Time forfeit,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:58"", ""0:02:58"", ""0:02:58"", ""0:02:58"", ""0:02:58"", ""0:02:57"", ""0:02:55"", ""0:02:56"", ""0:02:53"", ""0:02:56"", ""0:02:52"", ""0:02:52"", ""0:02:49"", ""0:02:47"", ""0:02:46"", ""0:02:41"", ""0:02:46"", ""0:02:39"", ""0:02:44"", ""0:02:38"", ""0:02:43"", ""0:02:35"", ""0:02:43"", ""0:02:32"", ""0:02:39"", ""0:02:20"", ""0:02:31"", ""0:02:03"", ""0:02:22"", ""0:02:03"", ""0:02:12"", ""0:01:55"", ""0:02:10"", ""0:01:47"", ""0:02:09"", ""0:01:46"", ""0:01:43"", ""0:01:01"", ""0:01:42"", ""0:01:00"", ""0:01:35"", ""0:00:59"", ""0:01:33"", ""0:00:56"", ""0:01:21"", ""0:00:55"", ""0:01:18"", ""0:00:54"", ""0:01:15"", ""0:00:53"", ""0:01:13"", ""0:00:52"", ""0:01:12"", ""0:00:47"", ""0:01:08"", ""0:00:45"", ""0:01:07"", ""0:00:44"", ""0:01:05"", ""0:00:41"", ""0:01:03"", ""0:00:40"", ""0:00:54"", ""0:00:33"", ""0:00:46"", ""0:00:30"", ""0:00:40"", ""0:00:30"", ""0:00:33"", ""0:00:29"", ""0:00:22"", ""0:00:29"", ""0:00:16"", ""0:00:26"", ""0:00:15"", ""0:00:22"", ""0:00:14"", ""0:00:22"", ""0:00:13"", ""0:00:20"", ""0:00:06"", ""0:00:18"", ""0:00:04"", ""0:00:16"", ""0:00:02"", ""0:00:14"", ""0:00:00"", ""0:00:13""]"
"IM Chan, Kim Yew",111,5,PqhBO6pZ,2026.03.19,darkgamer69,Smirnov85,2289,2384,0-1,black,win,A15,English Opening: Anglo-Indian Defense,36,Normal,600+5,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:04"", ""0:10:05"", ""0:10:07"", ""0:10:10"", ""0:10:12"", ""0:10:13"", ""0:10:17"", ""0:10:14"", ""0:10:20"", ""0:10:08"", ""0:10:03"", ""0:08:37"", ""0:09:02"", ""0:08:09"", ""0:09:01"", ""0:08:09"", ""0:09:04"", ""0:06:48"", ""0:07:49"", ""0:04:07"", ""0:06:23"", ""0:02:55"", ""0:03:35"", ""0:01:58"", ""0:03:13"", ""0:01:41"", ""0:02:51"", ""0:01:43"", ""0:01:40"", ""0:00:44"", ""0:01:17"", ""0:00:49"", ""0:00:55"", ""0:00:54"", ""0:00:35"", ""0:00:23"", ""0:00:27"", ""0:00:15"", ""0:00:28"", ""0:00:18"", ""0:00:25"", ""0:00:18"", ""0:00:27"", ""0:00:12"", ""0:00:29"", ""0:00:17"", ""0:00:27"", ""0:00:19"", ""0:00:21"", ""0:00:23"", ""0:00:22"", ""0:00:25"", ""0:00:22"", ""0:00:28"", ""0:00:27"", ""0:00:33"", ""0:00:26"", ""0:00:33"", ""0:00:27"", ""0:00:34"", ""0:00:31"", ""0:00:38"", ""0:00:29"", ""0:00:43"", ""0:00:33"", ""0:00:48"", ""0:00:32"", ""0:00:46"", ""0:00:21"", ""0:00:48""]"
