real_name,game_id,player_id,lichess_game_id,date_utc,white,black,white_elo,black_elo,result,player_color,player_result,eco,opening,total_moves,termination,time_control,variant,move_times_json
"GM Vignesh, N R",30,1,kTDPpENO,2026.06.05,Goodgoodchess,kijuqwerty,2832,1804,1-0,white,win,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,20,Normal,300+3,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:00"", ""0:05:02"", ""0:05:02"", ""0:05:00"", ""0:05:04"", ""0:05:02"", ""0:05:05"", ""0:04:58"", ""0:05:07"", ""0:04:43"", ""0:05:06"", ""0:04:38"", ""0:05:07"", ""0:04:26"", ""0:05:09"", ""0:04:28"", ""0:05:06"", ""0:04:27"", ""0:05:08"", ""0:04:29"", ""0:05:06"", ""0:04:27"", ""0:05:08"", ""0:04:29"", ""0:05:09"", ""0:04:31"", ""0:05:11"", ""0:04:32"", ""0:05:11"", ""0:04:35"", ""0:05:09"", ""0:04:36"", ""0:05:11"", ""0:04:38"", ""0:05:11"", ""0:04:38"", ""0:05:13""]"
"GM Vignesh, N R",31,1,v9Dj5gEe,2026.06.05,kijuqwerty,Goodgoodchess,1804,2832,1-0,black,loss,B13,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",50,Normal,300+3,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:01"", ""0:05:02"", ""0:05:04"", ""0:05:03"", ""0:05:06"", ""0:05:05"", ""0:05:09"", ""0:05:06"", ""0:05:09"", ""0:05:06"", ""0:05:10"", ""0:05:07"", ""0:04:57"", ""0:05:07"", ""0:04:57"", ""0:05:07"", ""0:04:33"", ""0:04:46"", ""0:04:25"", ""0:04:36"", ""0:04:01"", ""0:04:35"", ""0:03:55"", ""0:04:36"", ""0:03:56"", ""0:04:30"", ""0:03:57"", ""0:04:10"", ""0:03:53"", ""0:04:11"", ""0:03:37"", ""0:03:59"", ""0:03:33"", ""0:04:01"", ""0:03:28"", ""0:03:43"", ""0:03:27"", ""0:03:35"", ""0:03:16"", ""0:03:21"", ""0:03:10"", ""0:03:18"", ""0:02:57"", ""0:03:11"", ""0:02:51"", ""0:03:08"", ""0:02:43"", ""0:02:36"", ""0:02:40"", ""0:02:24"", ""0:02:28"", ""0:02:01"", ""0:02:21"", ""0:01:57"", ""0:02:10"", ""0:01:45"", ""0:02:07"", ""0:01:29"", ""0:01:52"", ""0:01:28"", ""0:01:48"", ""0:01:21"", ""0:01:45"", ""0:01:20"", ""0:01:45"", ""0:01:17"", ""0:01:36"", ""0:01:17"", ""0:01:29"", ""0:01:14"", ""0:01:24"", ""0:01:15"", ""0:01:22"", ""0:01:16"", ""0:01:16"", ""0:01:17"", ""0:01:04"", ""0:01:19"", ""0:01:04"", ""0:01:18"", ""0:01:02"", ""0:01:14"", ""0:01:02"", ""0:01:13"", ""0:00:59"", ""0:01:13"", ""0:01:00"", ""0:01:10"", ""0:00:44"", ""0:01:02"", ""0:00:45"", ""0:00:55"", ""0:00:42"", ""0:00:38"", ""0:00:41"", ""0:00:39"", ""0:00:41""]"
"GM Vignesh, N R",32,1,FuceVypZ,2026.06.05,Goodgoodchess,kijuqwerty,2832,1804,1-0,white,win,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,20,Normal,300+3,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:02"", ""0:05:02"", ""0:05:01"", ""0:05:04"", ""0:04:58"", ""0:05:06"", ""0:04:56"", ""0:05:08"", ""0:04:48"", ""0:05:08"", ""0:04:50"", ""0:04:55"", ""0:04:47"", ""0:04:53"", ""0:04:31"", ""0:04:50"", ""0:04:28"", ""0:04:51"", ""0:04:30"", ""0:04:48"", ""0:04:32"", ""0:04:51"", ""0:04:30"", ""0:04:46"", ""0:03:58"", ""0:04:37"", ""0:03:54"", ""0:04:24"", ""0:03:52"", ""0:04:24"", ""0:03:41"", ""0:04:20"", ""0:03:29"", ""0:04:18"", ""0:03:17"", ""0:04:04"", ""0:02:44""]"
"GM Vignesh, N R",33,1,h8hsbB0r,2026.06.04,kuhmft,Goodgoodchess,2828,2844,1-0,black,loss,D38,"Queen's Gambit Declined: Ragozin Defense, Alekhine Variation",63,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:59"", ""0:02:59"", ""0:02:59"", ""0:02:58"", ""0:02:57"", ""0:02:56"", ""0:02:56"", ""0:02:55"", ""0:02:56"", ""0:02:53"", ""0:02:55"", ""0:02:53"", ""0:02:53"", ""0:02:51"", ""0:02:52"", ""0:02:50"", ""0:02:51"", ""0:02:45"", ""0:02:49"", ""0:02:44"", ""0:02:46"", ""0:02:42"", ""0:02:42"", ""0:02:41"", ""0:02:36"", ""0:02:39"", ""0:02:35"", ""0:02:39"", ""0:02:34"", ""0:02:36"", ""0:02:29"", ""0:02:34"", ""0:02:28"", ""0:02:33"", ""0:02:25"", ""0:02:19"", ""0:02:18"", ""0:02:18"", ""0:02:16"", ""0:02:18"", ""0:02:15"", ""0:02:17"", ""0:02:08"", ""0:02:16"", ""0:02:03"", ""0:02:13"", ""0:01:56"", ""0:02:12"", ""0:01:55"", ""0:02:10"", ""0:01:54"", ""0:02:09"", ""0:01:54"", ""0:02:04"", ""0:01:51"", ""0:02:03"", ""0:01:50"", ""0:01:59"", ""0:01:25"", ""0:01:58"", ""0:01:25"", ""0:01:47"", ""0:01:22"", ""0:01:46"", ""0:01:21"", ""0:01:45"", ""0:01:19"", ""0:01:40"", ""0:01:16"", ""0:01:38"", ""0:01:15"", ""0:01:38"", ""0:01:07"", ""0:01:35"", ""0:01:06"", ""0:01:32"", ""0:00:56"", ""0:01:32"", ""0:00:54"", ""0:00:52"", ""0:00:51"", ""0:00:51"", ""0:00:50"", ""0:00:51"", ""0:00:47"", ""0:00:50"", ""0:00:41"", ""0:00:49"", ""0:00:41"", ""0:00:45"", ""0:00:41"", ""0:00:43"", ""0:00:34"", ""0:00:41"", ""0:00:34"", ""0:00:41"", ""0:00:34"", ""0:00:40"", ""0:00:34"", ""0:00:37"", ""0:00:26"", ""0:00:36"", ""0:00:22"", ""0:00:35"", ""0:00:18"", ""0:00:34"", ""0:00:17"", ""0:00:33"", ""0:00:15"", ""0:00:24"", ""0:00:14"", ""0:00:23"", ""0:00:14"", ""0:00:23"", ""0:00:14"", ""0:00:23"", ""0:00:13"", ""0:00:21"", ""0:00:12"", ""0:00:20"", ""0:00:12""]"
"GM Vignesh, N R",34,1,49Q31zdx,2026.06.03,Goodgoodchess,Pacici,2834,2772,1-0,white,win,C02,"French Defense: Advance Variation, Euwe Variation",46,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:59"", ""0:02:58"", ""0:02:58"", ""0:02:58"", ""0:02:55"", ""0:02:56"", ""0:02:53"", ""0:02:56"", ""0:02:53"", ""0:02:55"", ""0:02:53"", ""0:02:41"", ""0:02:50"", ""0:02:37"", ""0:02:49"", ""0:02:34"", ""0:02:46"", ""0:02:34"", ""0:02:41"", ""0:02:32"", ""0:02:31"", ""0:02:29"", ""0:02:29"", ""0:02:11"", ""0:02:28"", ""0:02:08"", ""0:02:25"", ""0:02:06"", ""0:02:20"", ""0:02:06"", ""0:02:18"", ""0:01:56"", ""0:02:16"", ""0:01:56"", ""0:02:16"", ""0:01:55"", ""0:02:12"", ""0:01:50"", ""0:02:08"", ""0:01:44"", ""0:02:05"", ""0:01:38"", ""0:02:04"", ""0:01:37"", ""0:02:00"", ""0:01:37"", ""0:01:48"", ""0:01:35"", ""0:01:46"", ""0:01:34"", ""0:01:45"", ""0:01:34"", ""0:01:44"", ""0:01:34"", ""0:01:42"", ""0:01:32"", ""0:01:39"", ""0:01:31"", ""0:01:38"", ""0:01:30"", ""0:01:38"", ""0:01:30"", ""0:01:34"", ""0:01:28"", ""0:01:33"", ""0:01:27"", ""0:01:32"", ""0:01:27"", ""0:01:30"", ""0:01:26"", ""0:01:29"", ""0:01:25"", ""0:01:28"", ""0:01:24"", ""0:01:26"", ""0:01:23"", ""0:01:24"", ""0:01:21"", ""0:01:22"", ""0:01:20"", ""0:01:21"", ""0:01:19"", ""0:01:20"", ""0:01:19"", ""0:01:17""]"
"GM Vignesh, N R",35,1,grhTcwg3,2026.06.03,tufferguy,Goodgoodchess,2826,2820,0-1,black,win,D01,Rapport-Jobava System,42,Time forfeit,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:58"", ""0:02:58"", ""0:02:57"", ""0:02:58"", ""0:02:56"", ""0:02:57"", ""0:02:56"", ""0:02:52"", ""0:02:55"", ""0:02:50"", ""0:02:54"", ""0:02:48"", ""0:02:53"", ""0:02:47"", ""0:02:49"", ""0:02:46"", ""0:02:48"", ""0:02:44"", ""0:02:48"", ""0:02:43"", ""0:02:46"", ""0:02:36"", ""0:02:44"", ""0:02:35"", ""0:02:36"", ""0:02:31"", ""0:02:36"", ""0:02:29"", ""0:02:31"", ""0:02:28"", ""0:02:29"", ""0:02:27"", ""0:02:28"", ""0:02:26"", ""0:02:27"", ""0:02:21"", ""0:02:24"", ""0:02:08"", ""0:01:55"", ""0:02:06"", ""0:01:51"", ""0:02:03"", ""0:01:51"", ""0:01:59"", ""0:01:39"", ""0:01:57"", ""0:01:37"", ""0:01:56"", ""0:01:19"", ""0:01:55"", ""0:01:18"", ""0:01:55"", ""0:01:18"", ""0:01:54"", ""0:01:11"", ""0:01:51"", ""0:01:10"", ""0:01:50"", ""0:00:33"", ""0:01:48"", ""0:00:27"", ""0:01:29"", ""0:00:19"", ""0:01:25"", ""0:00:05"", ""0:01:21"", ""0:00:02"", ""0:01:16"", ""0:00:00"", ""0:01:14"", ""0:00:00"", ""0:01:13"", ""0:00:00"", ""0:01:12"", ""0:00:00"", ""0:01:11"", ""0:00:00"", ""0:01:09"", ""0:00:00"", ""0:01:07""]"
"GM Vignesh, N R",36,1,OXVlCqIv,2026.06.03,Goodgoodchess,tufferguy,2835,2820,0-1,white,loss,C02,"French Defense: Advance Variation, Extended Bishop Swap",75,Time forfeit,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:58"", ""0:03:00"", ""0:02:58"", ""0:02:59"", ""0:02:58"", ""0:02:58"", ""0:02:55"", ""0:02:57"", ""0:02:52"", ""0:02:56"", ""0:02:51"", ""0:02:55"", ""0:02:47"", ""0:02:53"", ""0:02:46"", ""0:02:53"", ""0:02:43"", ""0:02:49"", ""0:02:37"", ""0:02:38"", ""0:02:36"", ""0:02:37"", ""0:02:31"", ""0:02:34"", ""0:02:25"", ""0:02:28"", ""0:02:21"", ""0:02:25"", ""0:02:19"", ""0:02:24"", ""0:02:15"", ""0:02:22"", ""0:02:13"", ""0:02:19"", ""0:02:09"", ""0:02:18"", ""0:02:08"", ""0:02:18"", ""0:02:05"", ""0:02:18"", ""0:02:02"", ""0:01:55"", ""0:02:02"", ""0:01:54"", ""0:01:59"", ""0:01:49"", ""0:01:52"", ""0:01:46"", ""0:01:43"", ""0:01:41"", ""0:01:40"", ""0:01:38"", ""0:01:16"", ""0:01:34"", ""0:01:15"", ""0:01:11"", ""0:01:10"", ""0:01:08"", ""0:01:06"", ""0:01:07"", ""0:01:05"", ""0:01:05"", ""0:01:03"", ""0:01:05"", ""0:00:57"", ""0:01:03"", ""0:00:55"", ""0:01:01"", ""0:00:54"", ""0:00:59"", ""0:00:53"", ""0:00:57"", ""0:00:42"", ""0:00:56"", ""0:00:40"", ""0:00:53"", ""0:00:38"", ""0:00:49"", ""0:00:34"", ""0:00:48"", ""0:00:30"", ""0:00:43"", ""0:00:29"", ""0:00:41"", ""0:00:27"", ""0:00:41"", ""0:00:26"", ""0:00:31"", ""0:00:21"", ""0:00:28"", ""0:00:19"", ""0:00:26"", ""0:00:18"", ""0:00:24"", ""0:00:17"", ""0:00:23"", ""0:00:16"", ""0:00:22"", ""0:00:15"", ""0:00:21"", ""0:00:14"", ""0:00:19"", ""0:00:14"", ""0:00:19"", ""0:00:13"", ""0:00:17"", ""0:00:12"", ""0:00:17"", ""0:00:12"", ""0:00:17"", ""0:00:11"", ""0:00:17"", ""0:00:11"", ""0:00:17"", ""0:00:11"", ""0:00:16"", ""0:00:10"", ""0:00:16"", ""0:00:09"", ""0:00:15"", ""0:00:08"", ""0:00:15"", ""0:00:07"", ""0:00:14"", ""0:00:06"", ""0:00:14"", ""0:00:06"", ""0:00:14"", ""0:00:06"", ""0:00:13"", ""0:00:05"", ""0:00:13"", ""0:00:05"", ""0:00:13"", ""0:00:04"", ""0:00:13"", ""0:00:04"", ""0:00:13"", ""0:00:03"", ""0:00:13"", ""0:00:02"", ""0:00:07"", ""0:00:01"", ""0:00:07"", ""0:00:01"", ""0:00:07"", ""0:00:00"", ""0:00:07""]"
"GM Vignesh, N R",37,1,9dkEGbhc,2026.06.02,vistagusta,Goodgoodchess,2830,2834,1/2-1/2,black,draw,D32,Tarrasch Defense: Symmetrical Variation,35,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:03:00"", ""0:02:58"", ""0:02:59"", ""0:02:57"", ""0:02:59"", ""0:02:56"", ""0:02:58"", ""0:02:56"", ""0:02:57"", ""0:02:55"", ""0:02:55"", ""0:02:54"", ""0:02:54"", ""0:02:49"", ""0:02:53"", ""0:02:49"", ""0:02:52"", ""0:02:43"", ""0:02:51"", ""0:02:41"", ""0:02:48"", ""0:02:37"", ""0:02:47"", ""0:02:33"", ""0:02:45"", ""0:02:33"", ""0:02:45"", ""0:02:24"", ""0:02:39"", ""0:02:23"", ""0:02:25"", ""0:02:17"", ""0:02:21"", ""0:02:12"", ""0:02:07"", ""0:02:05"", ""0:02:04"", ""0:02:03"", ""0:01:59"", ""0:02:02"", ""0:01:58"", ""0:02:01"", ""0:01:58"", ""0:01:44"", ""0:01:57"", ""0:01:44"", ""0:01:50"", ""0:01:36"", ""0:01:47"", ""0:01:32"", ""0:01:42"", ""0:01:31"", ""0:01:34"", ""0:01:28"", ""0:01:32"", ""0:01:24"", ""0:01:16"", ""0:01:07"", ""0:00:22"", ""0:01:02"", ""0:00:20"", ""0:01:02"", ""0:00:18"", ""0:00:27"", ""0:00:17"", ""0:00:26"", ""0:00:17""]"
"GM Vignesh, N R",38,1,RgXky5UJ,2026.06.02,tractorchampion001,Goodgoodchess,2738,2823,0-1,black,win,D36,"Queen's Gambit Declined: Exchange Variation, Reshevsky Variation",53,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:58"", ""0:03:00"", ""0:02:57"", ""0:03:00"", ""0:02:57"", ""0:03:00"", ""0:02:56"", ""0:03:00"", ""0:02:55"", ""0:02:59"", ""0:02:55"", ""0:02:58"", ""0:02:54"", ""0:02:57"", ""0:02:53"", ""0:02:57"", ""0:02:50"", ""0:02:52"", ""0:02:48"", ""0:02:43"", ""0:02:45"", ""0:02:35"", ""0:02:43"", ""0:02:33"", ""0:02:41"", ""0:02:32"", ""0:02:38"", ""0:02:31"", ""0:02:37"", ""0:02:27"", ""0:02:28"", ""0:02:23"", ""0:02:26"", ""0:02:19"", ""0:02:24"", ""0:02:14"", ""0:02:18"", ""0:02:11"", ""0:02:17"", ""0:02:07"", ""0:02:07"", ""0:02:06"", ""0:02:07"", ""0:02:02"", ""0:01:56"", ""0:01:59"", ""0:01:55"", ""0:01:45"", ""0:01:54"", ""0:01:43"", ""0:01:53"", ""0:01:43"", ""0:01:43"", ""0:01:37"", ""0:01:29"", ""0:01:28"", ""0:01:25"", ""0:01:20"", ""0:01:19"", ""0:01:20"", ""0:01:16"", ""0:01:19"", ""0:01:07"", ""0:01:07"", ""0:00:54"", ""0:01:04"", ""0:00:53"", ""0:01:00"", ""0:00:51"", ""0:00:54"", ""0:00:50"", ""0:00:36"", ""0:00:47"", ""0:00:34"", ""0:00:46"", ""0:00:32"", ""0:00:44"", ""0:00:31"", ""0:00:44"", ""0:00:30"", ""0:00:42"", ""0:00:28"", ""0:00:41"", ""0:00:28"", ""0:00:40"", ""0:00:26"", ""0:00:39"", ""0:00:24"", ""0:00:35"", ""0:00:23"", ""0:00:35"", ""0:00:22"", ""0:00:34"", ""0:00:22"", ""0:00:34"", ""0:00:21"", ""0:00:28"", ""0:00:21"", ""0:00:28"", ""0:00:20"", ""0:00:28"", ""0:00:19"", ""0:00:28"", ""0:00:19""]"
"GM Vignesh, N R",39,1,b9oGD3O6,2026.05.29,Goodgoodchess,Quibberfluff,2806,2836,1-0,white,win,A14,"English Opening: Agincourt Defense, Neo-Catalan Declined",34,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:58"", ""0:02:50"", ""0:02:58"", ""0:02:50"", ""0:02:55"", ""0:02:43"", ""0:02:54"", ""0:02:42"", ""0:02:53"", ""0:02:39"", ""0:02:52"", ""0:02:37"", ""0:02:52"", ""0:02:29"", ""0:02:50"", ""0:02:09"", ""0:02:48"", ""0:02:09"", ""0:02:39"", ""0:02:07"", ""0:02:37"", ""0:02:04"", ""0:02:31"", ""0:01:59"", ""0:02:29"", ""0:01:58"", ""0:02:28"", ""0:01:58"", ""0:02:27"", ""0:01:57"", ""0:02:25"", ""0:01:49"", ""0:02:24"", ""0:01:42"", ""0:02:20"", ""0:01:37"", ""0:02:15"", ""0:01:17"", ""0:02:08"", ""0:01:17"", ""0:01:59"", ""0:01:15"", ""0:01:56"", ""0:01:13"", ""0:01:52"", ""0:01:07"", ""0:01:46"", ""0:00:59"", ""0:01:45"", ""0:00:59"", ""0:01:41"", ""0:00:44"", ""0:01:10"", ""0:00:41"", ""0:01:08"", ""0:00:41"", ""0:01:07"", ""0:00:31"", ""0:01:04"", ""0:00:31"", ""0:01:02""]"
"GM Vignesh, N R",40,1,c5J6iGcE,2026.05.29,shreyash_2007,Goodgoodchess,1952,2280,1-0,black,loss,D00,Queen's Pawn Game: Accelerated London System,44,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:04"", ""0:05:01"", ""0:05:08"", ""0:04:59"", ""0:05:12"", ""0:04:13"", ""0:04:48"", ""0:04:01"", ""0:04:47"", ""0:04:00"", ""0:04:45"", ""0:04:03"", ""0:04:29"", ""0:04:05"", ""0:04:23"", ""0:03:59"", ""0:04:19"", ""0:04:01"", ""0:04:19"", ""0:03:46"", ""0:04:08"", ""0:03:51"", ""0:04:09"", ""0:03:26"", ""0:03:58"", ""0:03:28"", ""0:03:59"", ""0:03:26"", ""0:03:14"", ""0:03:26"", ""0:03:15"", ""0:03:26"", ""0:03:15"", ""0:03:08"", ""0:02:53"", ""0:02:45"", ""0:02:55"", ""0:02:50"", ""0:02:48"", ""0:02:53"", ""0:02:37"", ""0:02:45"", ""0:02:38"", ""0:02:29"", ""0:02:05"", ""0:01:46"", ""0:02:03"", ""0:01:51"", ""0:02:07"", ""0:01:55"", ""0:01:53"", ""0:00:31"", ""0:01:54"", ""0:00:35"", ""0:01:29"", ""0:00:38"", ""0:00:49"", ""0:00:40"", ""0:00:52"", ""0:00:23"", ""0:00:45"", ""0:00:15"", ""0:00:29"", ""0:00:12"", ""0:00:32"", ""0:00:17"", ""0:00:29"", ""0:00:21"", ""0:00:29"", ""0:00:25"", ""0:00:27"", ""0:00:29"", ""0:00:30"", ""0:00:33"", ""0:00:32"", ""0:00:36"", ""0:00:35"", ""0:00:41"", ""0:00:39"", ""0:00:42"", ""0:00:15"", ""0:00:42"", ""0:00:19"", ""0:00:46"", ""0:00:23""]"
"GM Vignesh, N R",41,1,86wCQx0n,2026.05.29,Goodgoodchess,shreyash_2007,2280,1952,1-0,white,win,A07,"King's Indian Attack, with e6",30,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:04"", ""0:05:03"", ""0:05:08"", ""0:05:07"", ""0:05:12"", ""0:05:12"", ""0:05:11"", ""0:05:16"", ""0:05:14"", ""0:05:19"", ""0:05:18"", ""0:05:22"", ""0:05:21"", ""0:05:03"", ""0:05:24"", ""0:05:05"", ""0:05:23"", ""0:05:08"", ""0:05:27"", ""0:05:06"", ""0:05:25"", ""0:05:09"", ""0:05:27"", ""0:05:09"", ""0:05:28"", ""0:04:55"", ""0:05:29"", ""0:04:35"", ""0:05:26"", ""0:04:31"", ""0:05:04"", ""0:04:11"", ""0:05:07"", ""0:04:16"", ""0:05:12"", ""0:04:03"", ""0:05:15"", ""0:04:07"", ""0:05:14"", ""0:04:12"", ""0:05:16"", ""0:04:17"", ""0:05:14"", ""0:04:16"", ""0:04:50"", ""0:04:00"", ""0:03:11"", ""0:02:56"", ""0:03:16"", ""0:03:00"", ""0:03:18"", ""0:02:57"", ""0:03:18"", ""0:02:40"", ""0:03:14"", ""0:01:46"", ""0:03:08""]"
"GM Vignesh, N R",42,1,VFLkLZ9p,2026.05.29,shreyash_2007,Goodgoodchess,1952,2280,0-1,black,win,D00,Queen's Pawn Game: Accelerated London System,14,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:03"", ""0:05:02"", ""0:05:07"", ""0:05:04"", ""0:05:11"", ""0:05:08"", ""0:05:12"", ""0:05:11"", ""0:05:05"", ""0:04:53"", ""0:05:01"", ""0:04:52"", ""0:04:37"", ""0:04:53"", ""0:04:37"", ""0:04:56"", ""0:04:32"", ""0:04:49"", ""0:04:13"", ""0:04:48"", ""0:04:11"", ""0:04:51"", ""0:04:03"", ""0:04:50"", ""0:04:04"", ""0:04:55""]"
"GM Vignesh, N R",43,1,wOHJcKwP,2026.05.29,Goodgoodchess,shreyash_2007,2280,1952,1-0,white,win,A20,English Opening: King's English Variation,46,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:04"", ""0:05:01"", ""0:05:07"", ""0:05:03"", ""0:05:10"", ""0:05:06"", ""0:05:12"", ""0:05:10"", ""0:05:17"", ""0:05:14"", ""0:05:20"", ""0:05:18"", ""0:05:22"", ""0:05:13"", ""0:05:18"", ""0:05:11"", ""0:05:21"", ""0:05:10"", ""0:04:28"", ""0:04:19"", ""0:03:50"", ""0:04:20"", ""0:03:55"", ""0:03:53"", ""0:03:50"", ""0:03:47"", ""0:03:52"", ""0:03:46"", ""0:02:31"", ""0:03:36"", ""0:02:35"", ""0:02:55"", ""0:02:32"", ""0:02:50"", ""0:02:26"", ""0:02:48"", ""0:01:40"", ""0:02:34"", ""0:01:32"", ""0:02:08"", ""0:01:37"", ""0:02:03"", ""0:01:20"", ""0:02:03"", ""0:01:16"", ""0:02:04"", ""0:00:39"", ""0:01:58"", ""0:00:44"", ""0:01:23"", ""0:00:46"", ""0:00:50"", ""0:00:42"", ""0:00:49"", ""0:00:34"", ""0:00:29"", ""0:00:31"", ""0:00:26"", ""0:00:27"", ""0:00:26"", ""0:00:24"", ""0:00:28"", ""0:00:22"", ""0:00:20"", ""0:00:22"", ""0:00:11"", ""0:00:21"", ""0:00:16"", ""0:00:11"", ""0:00:19"", ""0:00:13"", ""0:00:23"", ""0:00:16"", ""0:00:24"", ""0:00:16"", ""0:00:23"", ""0:00:20"", ""0:00:25"", ""0:00:23"", ""0:00:16"", ""0:00:23"", ""0:00:18"", ""0:00:23"", ""0:00:20"", ""0:00:25"", ""0:00:23"", ""0:00:26"", ""0:00:09"", ""0:00:28""]"
"GM Vignesh, N R",44,1,2IRzWjLI,2026.05.28,vidipkumarkona,Goodgoodchess,2610,2806,0-1,black,win,A22,"English Opening: King's English Variation, Two Knights Variation",51,Normal,300+3,Standard,"[""0:05:00"", ""0:05:00"", ""0:04:59"", ""0:05:01"", ""0:04:56"", ""0:05:02"", ""0:04:51"", ""0:05:03"", ""0:04:44"", ""0:04:56"", ""0:04:43"", ""0:04:50"", ""0:04:40"", ""0:04:51"", ""0:04:34"", ""0:04:42"", ""0:04:34"", ""0:04:35"", ""0:04:23"", ""0:04:33"", ""0:04:21"", ""0:04:33"", ""0:04:14"", ""0:04:08"", ""0:04:04"", ""0:03:58"", ""0:03:56"", ""0:03:53"", ""0:03:50"", ""0:03:42"", ""0:03:46"", ""0:03:28"", ""0:03:31"", ""0:02:48"", ""0:02:30"", ""0:02:38"", ""0:02:20"", ""0:01:53"", ""0:02:11"", ""0:01:43"", ""0:02:01"", ""0:01:34"", ""0:01:47"", ""0:01:21"", ""0:01:47"", ""0:01:24"", ""0:01:47"", ""0:01:14"", ""0:01:36"", ""0:01:14"", ""0:01:36"", ""0:01:06"", ""0:01:27"", ""0:01:09"", ""0:01:22"", ""0:00:42"", ""0:01:07"", ""0:00:36"", ""0:01:04"", ""0:00:35"", ""0:00:59"", ""0:00:37"", ""0:00:55"", ""0:00:37"", ""0:00:43"", ""0:00:38"", ""0:00:36"", ""0:00:40"", ""0:00:31"", ""0:00:42"", ""0:00:32"", ""0:00:44"", ""0:00:31"", ""0:00:43"", ""0:00:33"", ""0:00:44"", ""0:00:05"", ""0:00:23"", ""0:00:06"", ""0:00:21"", ""0:00:09"", ""0:00:21"", ""0:00:12"", ""0:00:19"", ""0:00:13"", ""0:00:16"", ""0:00:12"", ""0:00:18"", ""0:00:14"", ""0:00:18"", ""0:00:16"", ""0:00:21"", ""0:00:14"", ""0:00:17"", ""0:00:14"", ""0:00:19"", ""0:00:15"", ""0:00:19"", ""0:00:16"", ""0:00:21"", ""0:00:18"", ""0:00:22""]"
"GM Vignesh, N R",45,1,d9okbfaS,2026.05.28,Goodgoodchess,vidipkumarkona,2806,2610,1-0,white,win,B12,Caro-Kann Defense: Modern Variation,22,Normal,300+3,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:00"", ""0:05:00"", ""0:05:03"", ""0:05:00"", ""0:04:59"", ""0:04:59"", ""0:04:49"", ""0:04:58"", ""0:04:49"", ""0:04:50"", ""0:04:51"", ""0:04:42"", ""0:04:52"", ""0:04:41"", ""0:04:49"", ""0:04:34"", ""0:04:50"", ""0:04:23"", ""0:04:51"", ""0:04:15"", ""0:04:41"", ""0:04:00"", ""0:04:13"", ""0:03:53"", ""0:03:24"", ""0:03:39"", ""0:03:02"", ""0:03:35"", ""0:02:41"", ""0:03:32"", ""0:02:43"", ""0:03:26"", ""0:02:41"", ""0:03:22"", ""0:02:08"", ""0:03:04"", ""0:02:01"", ""0:02:47"", ""0:02:02"", ""0:02:49"", ""0:02:04""]"
"GM Vignesh, N R",46,1,KSDJDhv0,2026.05.27,Goodgoodchess,yoey29,2280,1987,1-0,white,win,B96,Sicilian Defense: Najdorf Variation,23,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:04"", ""0:05:04"", ""0:05:09"", ""0:05:09"", ""0:05:13"", ""0:05:14"", ""0:05:18"", ""0:05:19"", ""0:05:23"", ""0:05:22"", ""0:05:26"", ""0:05:21"", ""0:05:27"", ""0:05:21"", ""0:05:11"", ""0:05:23"", ""0:05:09"", ""0:05:18"", ""0:04:58"", ""0:05:07"", ""0:03:35"", ""0:04:38"", ""0:03:38"", ""0:03:52"", ""0:03:38"", ""0:03:25"", ""0:03:24"", ""0:01:42"", ""0:03:20"", ""0:01:44"", ""0:03:16"", ""0:01:47"", ""0:02:55"", ""0:01:26"", ""0:01:44"", ""0:01:30"", ""0:01:43"", ""0:00:25"", ""0:01:19"", ""0:00:21"", ""0:01:09"", ""0:00:24"", ""0:00:58""]"
